ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
AM814002,Shri Shella N. Marak,Indian Administrative Services,Assam Meghalya,2005,1961-12-9,2016-01-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
AM814001,Shri Iona R. Sangma,Indian Administrative Services,Assam Meghalya,2005,1960-16-8,2016-01-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Member,Not Available,Revenue & Disaster Management Deptt.,Cadre (AIS),Revenue,Finance,N.A.,N.A.
AM813402,Shri Hubert B. Marak,Indian Administrative Services,Assam Meghalya,2005,1960-18-12,2015-01-22,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Deputy Commissioner,Not Available,East Garo Hills (Meghalaya),Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2016-17-6,2020-31-12
GJ812306,Shri V A Vaghela,Indian Administrative Services,Gujarat,2005,1959-5-6,2013-12-30,By Promotion from State Civil Service,Male,Gujarat,Gujarati,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Director,Not Available,Climate Change Deptt./Guj Energy Dev Agency/Gandhinagar,Cadre (AIS),Energy,Energy,2014-24-2,2015-2-3
BH811304,Shri Shailesh Kumar,Indian Administrative Services,Bihar,2005,1957-15-5,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811315,Shri Keshav Kumar Singh,Indian Administrative Services,Bihar,2005,1957-5-7,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811318,Shri Mohan Ram,Indian Administrative Services,Bihar,2005,1957-1-7,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811319,Shri Ram Niwas Pandey,Indian Administrative Services,Bihar,2005,1957-2-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812310,Shri Neel Kamal,Indian Administrative Services,Bihar,2005,1959-1-2,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812309,Shri Radheyshyam Sah,Indian Administrative Services,Bihar,2005,1961-1-4,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
BH812308,Shri Naushad Yusuf,Indian Administrative Services,Bihar,2005,1958-2-6,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2018-30-6
BH812307,Shri Sunil Kumar,Indian Administrative Services,Bihar,2005,1958-25-5,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Director,Not Available,Social Welfare Deptt/General Admin,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
BH812306,Shri Birendra Kumar Mishra,Indian Administrative Services,Bihar,2005,1959-10-12,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812305,Shri Brij Raj Rai,Indian Administrative Services,Bihar,2005,1960-1-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.A.,N.A.,N.A.
BH812302,Shri Sohan Kumar Thakur,Indian Administrative Services,Bihar,2005,1958-7-9,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812301,Shri Ram Kishore Mishra,Indian Administrative Services,Bihar,2005,1958-20-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811331,Shri Surendra Kumar Ram,Indian Administrative Services,Bihar,2005,1957-12-11,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2017-30-11
BH811330,Shri Anirudh Kumar,Indian Administrative Services,Bihar,2005,1960-20-5,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811329,Shri Dev Narayan Mandal,Indian Administrative Services,Bihar,2005,1957-8-8,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811328,Shri Muni Lal Zamadar,Indian Administrative Services,Bihar,2005,1957-7-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811327,Ms. Sujata Chalana,Indian Administrative Services,Bihar,2005,1959-20-11,2016-01-14,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811326,Shri Suresh Prasad Sah,Indian Administrative Services,Bihar,2005,1957-4-10,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2016-14-1,2017-31-10
BH811325,Shri Narendra Prasad Mandal,Indian Administrative Services,Bihar,2005,1958-2-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811324,Shri Harihar Prasad,Indian Administrative Services,Bihar,2005,1958-5-4,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811323,Shri Bharat Jha,Indian Administrative Services,Bihar,2005,1959-7-2,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811321,Shri Jayant Kumar Singh,Indian Administrative Services,Bihar,2005,1959-1-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH811320,Shri Bipin Kumar Singh,Indian Administrative Services,Bihar,2005,1957-8-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
BH812312,Shri Ajay Kumar Shrivastava,Indian Administrative Services,Bihar,2005,1959-12-1,2016-01-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
UT813104,Shri B.R. Singh,Indian Administrative Services,A G M U T,2005,1960-28-1,2015-03-09,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Not Available,N.A.,Cadre (AIS),N.A.,N.Applicable,N.A.,N.A.
WB812118,Shri Samir Kr Bhattacharyya,Indian Administrative Services,West Bengal,2005,1962-3-2,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,N.A.,N.A.,"Addl Secy, IT & Electronics Deptt",N.A.,West Bengal,N.A.,N.A.,N.A.,2018-5-4,N.A.
HY811302,Shri Ramesh Chander Bidhan,Indian Administrative Services,Haryana,2005,1965-25-12,2016-11-17,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,False,N.A.,Supremo,M.E./Panjab Chandigarh/Punjab Engg College Chandigarh,Hydraulics,First,Deputy Commissioner,Not Available,Jhajjar,Cadre (AIS),N.A.,N.A.,2016-8-8,2017-16-8
TN041700,Shri M Balaji,Indian Administrative Services,Tamil Nadu,2005,1979-29-5,2005-08-22,RR,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),B.E.,Mech. Engg.,N.A.,"Executive Director, Tea Board",N.A.,Coonoor,N.A.,N.A.,N.A.,2019-13-9,N.A.
TN041400,Shri Ashish Kumar,Indian Administrative Services,Tamil Nadu,2005,1980-9-1,2005-08-22,RR,N.A.,Madhya Pradesh,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.L,Mech. Engg.,N.A.,"Pvt Secy to MOS, M","o Personnel, Public Grivances & Pension",New Delhi,N.A.,N.A.,N.A.,2019-5-7,N.A.
TN041500,Dr. Darez Ahamed,Indian Administrative Services,Tamil Nadu,2005,1977-5-2,2005-08-22,RR,N.A.,Kerala,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.B.S.,N.A.,N.A.,Not found,N.A.,Not found,N.A.,N.A.,N.A.,N.A.,N.A.
TN041300,Shri S Nagarajan,Indian Administrative Services,Tamil Nadu,2005,1979-8-2,2005-08-22,RR,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),B.E.,N.A.,N.A.,"Project Director, TNHSP",N.A.,Chennai,N.A.,N.A.,N.A.,2019-20-9,N.A.
PB811107,Shri Dilraj Singh,Indian Administrative Services,Punjab,2005,1966-1-2,2013-10-10,By Promotion from State Civil Service,Male,N.A.,N.A.,Hindi,False,N.A.,Supremo,N.A.,N.A.,N.A.,Managing Director,Under Secretary,Punjab State Co-op Milk Producers� Fedn Ltd (Milkfed),Cadre (AIS),Dairy,Agriculture & Cooperation,N.A.,N.A.
UD810107,Shri Hari Chand Semwal,Indian Administrative Services,Uttarakhand,2005,1965-7-5,2013-03-21,SCS,N.A.,Uttarakhand,N.A.,N.A.,False,N.A.,DOPT(easynic),LL.B.,N.A.,N.A.,Addl Secy,N.A.,Transport Deptt,N.A.,N.A.,N.A.,2017-3-1,N.A.
UD811101,Shri Ashok Kumar,Indian Administrative Services,Uttarakhand,2005,1960-2-1,2013-03-21,SCS,N.A.,Uttarakhand,N.A.,N.A.,False,N.A.,DOPT(easynic),LL.B.,N.A.,N.A.,Secretary-in charge,N.A.,Higher Education Deptt.,N.A.,N.A.,N.A.,2018-10-4,N.A.
TG042100,Dr. Gaurav Uppal,Indian Administrative Services,Telangana,2005,1975-17-2,2005-08-22,RR,N.A.,Punjab,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.B.S.,Public Policy,N.A.,"Resident Commissoiner, Telangana Bhavan,",N.A.,New Delhi,N.A.,N.A.,N.A.,2019-10-10,N.A.
TG042200,Dr. Ilambarithi K,Indian Administrative Services,Telangana,2005,1979-12-7,2005-08-22,RR,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),M.V.Sc.,N.A.,N.A.,Director of Census Operation,N.A.,M/o Home Affairs,N.A.,N.A.,N.A.,2019-4-9,N.A.
TG042301,Shri K Manicka Raj,Indian Administrative Services,Telangana,2005,1975-4-5,2005-08-22,RR,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),B.E.,Energy Planning,N.A.,Collector & District MagistrateHyderabad,N.A.,N.A.,N.A.,N.A.,N.A.,2019-28-2,N.A.
TG89A005,Shri L Sharman,Indian Administrative Services,Telangana,2005,1962-20-6,2011-11-04,SCS,N.A.,Telangana,N.A.,N.A.,False,N.A.,DOPT(easynic),LL.B.,Political Sc.,N.A.,Addl Secy,N.A.,MA & UD Deptt,N.A.,N.A.,N.A.,2015-6-2,N.A.
TG809010,Shri A. Sharath,Indian Administrative Services,Telangana,2005,1965-12-7,2010-03-12,SCS,N.A.,Andhra Pradesh,N.A.,N.A.,False,N.A.,DOPT(easynic),Doctorate,N.A.,N.A.,Collector & District Magistrate,N.A.,Jagitial,N.A.,N.A.,N.A.,2016-11-10,N.A.
TG810007,Shri M Champalal,Indian Administrative Services,Telangana,2005,1962-27-8,2003-01-03,SCS,N.A.,Telangana,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Agri.,N.A.,"Addl Secy to Govt.,",N.A.,Home (Sainik Welfare) Dept.,N.A.,N.A.,N.A.,2019-22-4,N.A.
WB039900,Ms. Smita Pandey,Indian Administrative Services,West Bengal,2005,1976-1-3,2005-08-22,RR,N.A.,Uttar Pradesh,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,N.A.,N.A.,Not found,N.A.,Not found,N.A.,N.A.,N.A.,N.A.,N.A.
WB040300,Dr. Vijay Bharti,Indian Administrative Services,West Bengal,2005,1976-7-2,2005-08-22,RR,N.A.,Bihar,N.A.,N.A.,False,N.A.,DOPT(easynic),M.A.,Geography,N.A.,District Magistrate,N.A.,Purba Bardhaman,N.A.,N.A.,N.A.,2019-31-5,N.A.
WB040400,Dr. Godala Kiran Kumar,Indian Administrative Services,West Bengal,2005,1975-10-11,2005-08-22,RR,N.A.,Andhra Pradesh,N.A.,N.A.,False,N.A.,DOPT(easynic),A.H,N.A.,N.A.,Not found,N.A.,Not found,N.A.,N.A.,N.A.,N.A.,N.A.
WB040100,Shri Shubhanjan Das,Indian Administrative Services,West Bengal,2005,1976-20-11,2005-08-22,RR,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Tech,Electronics,N.A.,"State Project Director, PBSSM",N.A.,West Bengal,N.A.,N.A.,N.A.,2019-5-11,N.A.
WB812119,Shri Chandan Chayan Guha,Indian Administrative Services,West Bengal,2005,1963-26-1,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Hons,N.A.,Member Secy. & Project Director,N.A.,Sundarban Dev. Board,N.A.,N.A.,N.A.,2014-19-6,N.A.
WB812120,Shri Rajat Kumar Bose,Indian Administrative Services,West Bengal,2005,1961-2-11,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Hons,N.A.,"Additional Secretary, Transport Deptt",N.A.,West Bengal,N.A.,N.A.,N.A.,2019-19-6,N.A.
TN809002,Shri V. Sampath,Indian Administrative Services,Tamil Nadu,2005,1966-11-5,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,N.A.,N.A.,"Additional Secretary, BC, MBC & Minorities Welfare Deptt",N.A.,Chennai,N.A.,N.A.,N.A.,2019-17-10,N.A.
TN809003,Dr. C.N. Maheswaran,Indian Administrative Services,Tamil Nadu,2005,1965-5-8,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.A.,History,N.A.,"Managing Director, TWAD Board",N.A.,Chennai,N.A.,N.A.,N.A.,2017-1-6,N.A.
TN89A105,Dr. R Nanthagopal,Indian Administrative Services,Tamil Nadu,2005,1965-29-4,2012-04-13,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Agri.,N.A.,"Commissioner , Labour",N.A.,Chennai,N.A.,N.A.,N.A.,2018-10-4,N.A.
TN89A006,Smt. V Kalaiarasi,Indian Administrative Services,Tamil Nadu,2005,1969-29-3,2012-02-10,SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Physics,N.A.,"Director, Art & Culture Deptt",N.A.,Chennai,N.A.,N.A.,N.A.,2019-14-11,N.A.
UD067800,Dr. Pankaj Kumar Pandey,Indian Administrative Services,Uttarakhand,2005,1976-10-1,2005-08-22,RR,N.A.,Uttar Pradesh,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.B.S.,N.A.,N.A.,Secretary-in charge,N.A.,G.A.D.,N.A.,N.A.,N.A.,2019-13-5,N.A.
UD067700,Dr. Ranjit Kumar Sinha,Indian Administrative Services,Uttarakhand,2005,1976-1-3,2005-08-22,RR,N.A.,Bihar,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.B.S.,N.A.,N.A.,Secretary-in charge,N.A.,Reorganization Deptt,N.A.,N.A.,N.A.,2018-28-11,N.A.
UD068000,Shri S A Murugesan,Indian Administrative Services,Uttarakhand,2005,1978-1-6,2005-08-22,RR,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Agri.,N.A.,"Secretary-in charge, Disaster Mgmt Deptt",N.A.,Dehradun,N.A.,N.A.,N.A.,2019-27-6,N.A.
UD810105,Shri Vinod Prasad,Indian Administrative Services,Uttarakhand,2005,1964-19-12,2013-03-21,SCS,N.A.,Uttarakhand,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,N.A.,N.A.,Secretary-in charge,N.A.,Higher Education Deptt.,N.A.,N.A.,N.A.,2018-29-12,N.A.
UD810106,Shri Sushil Kumar,Indian Administrative Services,Uttarakhand,2005,1963-23-3,2013-03-21,SCS,N.A.,Haryana,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,N.A.,N.A.,Secretary-in charge,N.A.,Revenue,N.A.,N.A.,N.A.,2018-29-12,N.A.
TN911006,Dr. L. Subramanian,Indian Administrative Services,Tamil Nadu,2005,1964-20-10,2012-02-10,Non-SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Com.,N.A.,N.A.,"Secretary, State Election Commn",N.A.,Chennai,N.A.,N.A.,N.A.,2019-14-11,N.A.
TN809019,Smt. R. Lilly,Indian Administrative Services,Tamil Nadu,2005,1973-2-4,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Botany,N.A.,"Addl Secy, Higher Education Deptt.",N.A.,Chennai,N.A.,N.A.,N.A.,2016-7-9,N.A.
TN809018,Dr. R. Selvaraj,Indian Administrative Services,Tamil Nadu,2005,1969-25-5,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.V.Sc.,N.A.,N.A.,"Director, Survey and Settlement",N.A.,Chennai,N.A.,N.A.,N.A.,2018-5-1,N.A.
TN809015,Shri V. Rajaraman,Indian Administrative Services,Tamil Nadu,2005,1970-7-6,2010-08-02,SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Agri.,N.A.,"Addl Chief Electoral Officer, Public Election Deptt.",N.A.,Chennai,N.A.,N.A.,N.A.,2019-16-12,N.A.
WB812121,Shri Bidyut Bhattacharyya I,Indian Administrative Services,West Bengal,2005,1960-31-12,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Hons,N.A.,Addl Secy,N.A.,Technical Edu & Trg Deptt,N.A.,N.A.,N.A.,2014-25-4,N.A.
TN809014,Shri S. Natarajan,Indian Administrative Services,Tamil Nadu,2005,1964-6-3,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Tech,N.A.,N.A.,"Addl Secy to Govt., Environment & Forests Deptt",N.A.,Chennai,N.A.,N.A.,N.A.,2019-20-9,N.A.
TN809012,Smt. V. Santha,Indian Administrative Services,Tamil Nadu,2005,1963-1-3,2011-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Phil,N.A.,N.A.,Collector,N.A.,Perambalur,N.A.,N.A.,N.A.,2017-4-6,N.A.
TN809011,Shri K. Baskaran,Indian Administrative Services,Tamil Nadu,2005,1962-13-4,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),LL.B.,N.A.,N.A.,"Director, Municipal Admin",N.A.,Chennai,N.A.,N.A.,N.A.,2019-20-9,N.A.
TN89A010,Dr. N Venkatachalam,Indian Administrative Services,Tamil Nadu,2005,1965-29-4,2012-02-10,SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),Doctorate,N.A.,N.A.,"Director, Social Security",N.A.,Chennai,N.A.,N.A.,N.A.,2018-12-11,N.A.
TN809010,Shri J. Jayakanthan,Indian Administrative Services,Tamil Nadu,2005,1967-24-6,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.Sc.,Agri.,N.A.,Collector,N.A.,Sivagangai,N.A.,N.A.,N.A.,2018-30-8,N.A.
TN809009,Dr. M. Mathivanan,Indian Administrative Services,Tamil Nadu,2005,1963-10-5,2011-06-03,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Agri.,N.A.,"Director, Most Backward Classes & Denotified Communities Welfare Deptt.",N.A.,Chennai,N.A.,N.A.,N.A.,2019-14-8,N.A.
TN809008,Dr. K.S. Palanisamy,Indian Administrative Services,Tamil Nadu,2005,1968-15-7,2011-06-06,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.V.Sc.,N.A.,N.A.,"Director, Rural Dev & Panchayats",N.A.,Chennai,N.A.,N.A.,N.A.,2019-20-9,N.A.
TN809007,Smt. V. Amuthavalli,Indian Administrative Services,Tamil Nadu,2005,1967-10-5,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.B.A.,N.A.,N.A.,"Director, Tourism",N.A.,Chennai,N.A.,N.A.,N.A.,2019-7-8,N.A.
TN89A007,Shri G Govindaraj,Indian Administrative Services,Tamil Nadu,2005,1960-26-4,2012-02-10,SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),B.A.,Public Admn,N.A.,"Registrar, Co-operative Societies",N.A.,Chennai,N.A.,N.A.,N.A.,2019-20-9,N.A.
TN809006,Smt. B. Maheswari,Indian Administrative Services,Tamil Nadu,2005,1969-7-1,2010-08-02,SCS,N.A.,Tamil Nadu,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,N.A.,N.A.,Not found,N.A.,Not found,N.A.,N.A.,N.A.,N.A.,N.A.
TN809013,Dr. M. Karunakaran,Indian Administrative Services,Tamil Nadu,2005,1963-18-6,2010-08-02,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),M.A.,N.A.,N.A.,"Director, Handlooms & Textiles",N.A.,Chennai,N.A.,N.A.,N.A.,2019-5-3,N.A.
WB812123,Shri Swapan Kumar Khan,Indian Administrative Services,West Bengal,2005,1960-25-3,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,N.A.,N.A.,Addl Secy,N.A.,Home & Hill Affairs Dept.,N.A.,N.A.,N.A.,2015-7-7,N.A.
WB812125,Shri Tapan Kanti Rudra,Indian Administrative Services,West Bengal,2005,1963-5-9,2014-04-24,SCS,N.A.,West Bengal,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,N.A.,N.A.,"Additional Secretary, Health & Family Walfare Deptt",N.A.,West Bengal,N.A.,N.A.,N.A.,2019-8-1,N.A.
WB813301,Smt. Madhumita Choudhury,Indian Administrative Services,West Bengal,2005,1960-5-9,2015-06-25,SCS,N.A.,Not found,N.A.,N.A.,False,N.A.,DOPT(easynic),B.Sc.,Hons,N.A.,Addl Secy,N.A.,Agriculture Deptt,N.A.,N.A.,N.A.,2015-26-6,N.A.
BH813012,Shri Bharat Kumar Dubey,Indian Administrative Services,Bihar,2005,1960-9-1,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Secretary,Junior Scale,N.A.,Cadre (AIS),Consumer Affairs,"Consumer Affairs, Food & PD",2018-3-5,2020-31-1
BH813002,Shri Sanwar Bharati,Indian Administrative Services,Bihar,2005,1960-4-1,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-31-1
BH813004,Shri Durgesh Nandan,Indian Administrative Services,Bihar,2005,1960-1-8,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-31-7
BH813003,Shri Manjoor Ali,Indian Administrative Services,Bihar,2005,1960-15-6,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-30-6
BH813011,Shri Kumar Arun Prakash,Indian Administrative Services,Bihar,2005,1960-26-5,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-30-4
BH813010,Shri Arun Prakash,Indian Administrative Services,Bihar,2005,1960-7-11,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-30-11
BH813009,Shri Khurshid Alam Khan,Indian Administrative Services,Bihar,2005,1960-13-1,2018-03-14,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Cadre (AIS),N.A.,N.Applicable,2018-14-3,2020-31-1
